City name;City name (CDP);City name (carbonn);City name (PKU);City name (GEA);City name (UITP);City name (WB);Definition (CDP);Definition (carbonn);Definition (WB);Study year (WB);Reporting year (CDP);Scope-1 GHG emissions [tCO2 or tCO2-eq];Scope-1 source dataset;Scope-1 GHG emissions units;Year of emission;Emissions protocol;Gases included (CDP);Methodology details (CDP);Increase/Decrease from last year (CDP);Reason for increase/decrease in emissions (CDP);Scope-2 (CDP) [tCO2-eq];Total emissions (CDP) [tCO2-eq];CDP2016 data edited (CDP);Emissions Quality Flag (CDP);S1 lower bound [tCO2] (CDP);S1 upper bound [tCO2] (CDP);S1 mean (CDP) [tCO2];TOT lower bound [tCO2] (CDP);TOT upper bound [tCO2] (CDP);TOT mean (CDP) [tCO2];Scope fraction (CDP);CO2 emissions per capita (PKU) [tCO2/capita];City location (CDP) [degrees];Coordinate source (others);Country;Region;Population (CDP);Population year (CDP);Population (carbonn);Population year (carbonn);Urban population (PKU);Population (GEA);Population (UITP);Population (WB);Population year (WB);Population (others);Population year (others);Population source (others);Population 1950 (WB);Population 1990 (WB);Population 2010 (WB);Population growth rate 1950-2010 (WB) [people/60years];Population growth rate 1990-2010 (WB) [people/20years];Ancillary from GEA+;City area (CDP) [km2];City area (GEA) [km2];City area (WB) [km2];Built-up area (PKU) [km2];City area (others) [km2];City area source year (others);City area source (others);Population density (GEA) [people/km2];Population density (UITP) [people/km2];Population density (WB) [people/km2];Population/sqrt(area) (GEA) [people/km];Population/sqrt(area) (WB) [people/km];Average altitude [m];Average annual temperature (CDP) [degrees Celsius];Weather station ID (GEA+);CDD 23C (GEA+) [degrees C × days];HDD 15.5C (GEA+) [degrees C × days];HDD 15.5C (clim) [degrees C × days];CDD 23C (clim) [degrees C × days];GDP (CDP) [multiple units];GDP unit (CDP);GDP year (CDP);GDP source (CDP);GDP (carbonn) [multiple units];nGDP (carbonn) [multiple units];GDP unit (carbonn);GDP year (carbonn);GDP (PKU) [10000 RMB];Income per capita (PKU) [RMB/capita];GDP-PPP (others) [$BN];GDP-PPP/capita (others) [USD/capita];GDP-PPP source (others);GDP-PPP year (others);nGDP (others) [$BN];nGDP/capita (others) [USD/capita];nGDP source (others);nGDP year (others);GDP-PPP/capita (GEA) [USD/year];GDP-PPP/capita (UITP) [USD/year];GDP-PPP/capita (WB) [USD/year];Total final consumption per capita (GEA) [GJ/capita/yr];Energy per capita CO2 (WB) [tCO2-eq/capita/yr];Diesel price (GEA+) [USD/liter];Gasoline price (GEA+) [USD/liter];Center of commerce index (GEA+) [dimensionless];Household size (GEA+) [people/household];Household size year (GEA+);Household source (GEA+);Household size comment (GEA+);Urbanization ratio (GEA+) [percent];Water bounded (GEA+);Other bounded (GEA+);Mean one-way travel time (others) [minutes];Mean one-way travel time year (others);Mean one-way travel time source (others);Diesel price 2014 (others) [USD/liter];Gasoline price 2014 (others) [USD/liter];Household size (others) [people/household];Household size year (others);Household size source (others);Household size comment (others);Congestion rank (INRIX) [dimensionless];Peak hours spent in congestion (INRIX) [hours];INRIX congestion index (INRIX) [dimensionless];Average congestion rate (INRIX) [percent];Congestion rank (TomTom) [dimensionless];Congestion level (TomTom) [× 100 percent];Congestion change (TomTom) [× 100 percent];Morning peak (TomTom) [percent];Evening peak (TomTom) [percent];Economy (IESE) [dimensionless];Environment (IESE) [dimensionless];Governance (IESE) [dimensionless];Human capital (IESE) [dimensionless];International impact (IESE) [dimensionless];Mobility and transportation (IESE) [dimensionless];Public management (IESE) [dimensionless];Social cohesion (IESE) [dimensionless];Technology (IESE) [dimensionless];Urban planning (IESE) [dimensionless];CIMI (IESE) [dimensionless];CIMI ranking (IESE) [dimensionless];CIMI performance (IESE) [dimensionless];Urban area name (UEX);Low BUA - 1990 (UEX) [km2];Low BUA - 2000 (UEX) [km2];Low BUA - 2014 (UEX) [km2];High BUA - 1990 (UEX) [km2];High BUA - 2000 (UEX) [km2];High BUA - 2014 (UEX) [km2];Low BUA % - 1990 (UEX) [percent];Low BUA % - 2000 (UEX) [percent];Low BUA % - 2014 (UEX) [percent];High BUA % - 1990 (UEX) [percent];High BUA % - 2000 (UEX) [percent];High BUA % - 2014 (UEX) [percent];Low BUA population density - 1990 (UEX) [people/km2];High BUA population density - 1990 (UEX) [people/km2];Low BUA population density - 2000 (UEX) [people/km2];High BUA population density - 2000 (UEX) [people/km2];Low BUA population density - 2014 (UEX) [people/km2];High BUA population density - 2014 (UEX) [people/km2];Exports (others) [m3];Production (others) [m3];Natgas Export/Production ratio (others);CH4_waste/capita (others) [tCH4/capita];CH4_waste+natgas/capita (others) [tCH4/capita];Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita];Year from CIA (others);AQF (CDP/GEA);AQF (CDP/WB);AQF (CDP/OTHERS);AQF (PKU/GEA);AQF (PKU/WB);AQF (PKU/OTHERS);PQF (CDP);PQF (carbonn);PQF (WB);PQF (WB2010);PQF (OTHERS);HQF (GEA+);HQF (OTHERS)
Athens;City of Athens;;;Athens;Athens;;Administrative boundary of a local government;;;;2016;1260355.0;CDP;tCO2-eq;2014;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";;This is our first year of calculation;It is the first an inventory has been developed using the GPC Standard. Previous inventory did not use this methodology so the data cannot be compared.;3451221.0;4711576.0;;A;991456.4164893128;1011876.474582696;1001666.4455360044;4442677.4164893115;4463097.474582696;4452887.445536003;1.0;;37.98381,23.727539;https://en.wikipedia.org/wiki/Athens;Greece;Europe;664046.0;2011.0;;;;3400000.0;3464866.0;;;660000.0;2016;http://www.c40.org/cities/athens;;;;;;1.0;39.0;412.0;;;39.0;2016;http://www.c40.org/cities/athens;8252.42718446602;6944.0;;167505.97728792985;;208.0;17.5;LGAV;460.0;794.0;495;165;19951634580.0;EUR     Euro;2013;www.statistics.gr;;;;;;;129.623;32484.0;[1];2014;117.88992;33292.635090274816;[24];2013;22603.509365129346;11505.98;;88.77;;1.4100000000000001;1.23;43.25;2.35;2004.0;http://www.urbanaudit.org;;60.316;1.0;;37.46;2014-2017;https://www.numbeo.com/traffic/in/Athens [BASED ON 117 CONTRIBUTORS];1.63;1.98;2.2;2011;ATHINA   eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;;;;;41;0.37;0.01;58%;56%;115.0;99.0;95.0;67.0;39.0;46.0;95.0;160.0;98.0;25.0;60.9;94.0;RA;City of Athens Urban Area;216.875;229.9375;235.875;506.25;525.25;540.3125;0.299913569576491;0.304477364892825;0.30388920202914904;0.700086430423509;0.695522635107175;0.6961107979708511;336.569220202355;3234.36000162042;356.0950993886001;6755.86836200462;316.147452566262;6514.13612692344;0.0;1.0;0.0;0.013363883;0.014462131900000001;0.014462131900000001;;0.0;;1.0;;;;1.0;;;;1.0;1.0;1.0
Hamilton, ON;City of Hamilton;;;;;;A metropolitan area;;;;2016;6304593.0;CDP;tCO2-eq;2012;International Emissions Analysis Protocol (ICLEI);"CO2;CH4";Waste information directly from Public Works and reports to Ministry of Environment re: energy capture of methane control at landfill, Transportation and Agriculture data from Statistics Canada Census Industrial (Steel Sector) GHG emissions data reported directly to Canada's National Pollutants Release Inventory (NPRI) Commercial, Residential, Industrial (not Steel) from local electricity and natural gas utilities;Decreased;In 2012 community emissions were estimated at 16,469,283 tonnes,a reduction of - 29% from 2006 emissions levels (estimated at 23,206,135 tonnes). These changes occurred due to the capturing of energy from methane emissions from the Glanbrook landfill,reduced energy demand and shifting of energy from coal as part of the Province’s actions towards the phasing out of coal in Ontario’s energy mixture sources by 2014,a reduction in steel manufacturing,and changing commuting habits and locations of employment. Translated into per capita emissions,the Hamilton community has decreased its emissions by 26% from an estimated 46 tonnes CO2e/person in 2006 to an estimated 34 tonnes CO2e/person in 2011 while population has increased 3%.;10164690.0;16469282.999999998;;A;5234631.067347227;5622371.953984036;5428501.510665631;15399321.067347221;15787061.953984031;15593191.51066563;1.0;;43.250021,-79.866091;https://en.wikipedia.org/wiki/Hamilton,_Ontario;Canada;North America;519949.0;2011.0;;;;;;;;536917.0;2001;https://en.wikipedia.org/wiki/Hamilton,_Ontario#cite_note-6;;;;;;;1117.0;;;;1138.11;2001;https://en.wikipedia.org/wiki/Hamilton,_Ontario#cite_note-C2001CAHAM-5;;;;;;75.0;8.2;;;;1834;18;22228328.0;CAD     Canadian Dollar;2014;The Conference Board of Canada – Metropolitan Outlook 1: Winter 2015;;;;;;;;;;2008;32.0;43243.24324324324;[19];;;;;;;;;;;;;;;;;26.9;2011;2011 census, Table 2 in http://www12.statcan.gc.ca/nhs-enm/2011/as-sa/99-012-x/99-012-x2011003_1-eng.pdf;1.16;1.17;3.0;2011;"Average number of persons per census family [http://www12.statcan.ca/nhs-enm/2011/dp-pd/prof/details/page.cfm?Lang=E&Geo1=CSD&Code1=3525005&Data=Count&SearchText=hamilton&SearchType=Begins&SearchPR=35&A1=All&B1=Families%20and%20households&Custom=&amp;TABID=1#tabs2]";;465.0;16.0;3.4;7.5%;-;0.18;0.02;29%;40%;;;;;;;;;;;;;;see: Toronto Urban Area;;;;;;;;;;;;;;;;;;;77960000000.0;151500000000.0;0.51;0.046860437000000005;0.10172751440000001;0.0734936045;;;;1.0;;;;1.0;;;;0.0;;1.0
Gävle;;Gävle Municipality;;Gävle;;;;Municipality;;;;363052.0;carbonn;tCO2-eq;2011;Community;;;;;;;;;;;;;;;;;;carbonn;Sweden;Europe;;;98524.0;2015.0;;92205.0;;;;75451.0;2016;Wikipedia;;;;;;1.0;;;;;42.45;2016;Wikipedia;1471.35149476379;;;;;;;ESSA;22.0;3364.0;3457;0;;;;;;6124123114.82815;;;;;;;;;;;;;27784.47867158672;;;388.4260029282577;;1.52;1.38;;3.2;2011.0;http://www.ssd.scb.se/databaser/makro/start.asp?lang=2;Calculation: population/households (2724230/849349);84.319;1.0;;;;;1.82;1.82;;;;;;;;;;;;;;;;;;;;;;;;;;;Gävle Urban Area;22.75;24.6875;24.375;26.3125;27.375;29.875;0.463694267515924;0.47418967587034805;0.44930875576036805;0.5363057324840761;0.525810324129652;0.550691244239631;371.26655713599297;2289.01121206294;341.772204629379;2430.43857382857;339.625416576595;2426.56775515249;;;;;;;;;;;;;;;1.0;;;0.0;1.0;
Montreal;Ville de Montreal;;;;Montreal;;Other: The regional entity that constitutes the agglomeration of Montreal (it is not the metropolitan area of Montreal whitch is bigger than the agglomeration of Montreal) - see Question 1 in the Introduction for more information;;;;2016;13634331.0;CDP;tCO2-eq;2009;2006 IPCC Guidelines for National Greenhouse Gas Inventories;"CO2;CH4;N2O";2006 IPCC Guidelines for National Greenhouse Gas Inventories AND Guide d'inventaire des émissions de gaz à effet de serre d'un organisme municipal (MDDEP, 2009);Stayed the same;We have not produced a new inventory.;88611.0;13722942.0;;A;9752290.921698593;11159093.926538479;10455692.42411853;9840901.921698593;11247704.92653848;10544303.42411853;1.0;;45.5086699,-73.5539925;https://en.wikipedia.org/wiki/Montreal;Canada;North America;1886481.0;2011.0;;;;;3224130.0;;;1704694.0;2016;https://en.wikipedia.org/wiki/Montreal#cite_note-cp2016-2;;;;;;1.0;500.0;;;;431.5;2016;https://en.wikipedia.org/wiki/Montreal#cite_note-mamrot-1;;3170.0;;;;17.0;6.8;CWTA;;;1579;14;120117999999.99998;CAD     Canadian Dollar;2014;Ville de Montréal, Montréal en statistiques, http://ville.montreal.qc.ca/portal/page?_pageid=6897,67887843&_dad=portal&_schema=PORTAL;;;;;;;155.905;38867.0;[1];2014;151.0;39129.30811090957;[19];;;16065.68;;;;0.9;0.76;51.6;;;;;80.122;;;29.7;2011;2011 census, Table 2 in http://www12.statcan.gc.ca/nhs-enm/2011/as-sa/99-012-x/99-012-x2011003_1-eng.pdf;1.16;1.17;2.8;2011;"average number of persons per census family [http://www12.statcan.ca/nhs-enm/2011/dp-pd/prof/details/page.cfm?Lang=E&Geo1=CSD&Code1=2466023&Data=Count&SearchText=montreal&SearchType=Begins&SearchPR=24&A1=All&B1=Families%20and%20households&Custom=&amp;TABID=1#tabs2]";;27.0;52.0;9.7;14.0%;86;0.29;0.03;48%;59%;29.0;65.0;8.0;54.0;52.0;90.0;32.0;46.0;47.0;34.0;76.49;31.0;RA;Ville de Montreal Urban Area;321.75;326.0;321.3125;892.5625;968.3125;1052.5625;0.264964743424777;0.251871167125404;0.23387316895641802;0.7350352565752231;0.7481288328745961;0.76612683104358;433.49417556521104;2060.95337453851;390.126783050952;3098.0267911601;258.006415062165;3271.4441198558197;77960000000.0;151500000000.0;0.51;0.046860437000000005;0.10172751440000001;0.0734936045;;;;1.0;;;;1.0;;;;0.0;;1.0
Nagpur;;Nagpur Municipal Corporation;;;;;;Municipality;;;;1534552.31;carbonn;tCO2-eq;2007;Community;;;;;;;;;;;;;;;;;;carbonn;India;South Asia;;;2405421.0;2011.0;;;;;;2497870.0;2011;Wikipedia;;;;;;;;;;;227.36;2011;Wikipedia;;;;;;;;;;;0;1488;;;;;;4719820245.6867285;;;;;;;;;4.719820245686732;;carbonn, scaled to $BN USD;;;;;;;;;;;;;;;;;;;;0.91;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;Nagpur Urban Area;148.875;172.875;215.5;187.4375;219.0;244.3125;0.442668648950008;0.441148325358852;0.46866929454940903;0.5573313510499911;0.558851674641147;0.531330705450591;2529.7381624661302;24019.5153272052;1285.3949871959;12224.7441765772;1128.54516810426;12722.5080404021;;;;;;;;;;;;;;;1.0;;;1.0;;
Daqing;;;Daqing;;;;;;;;;3884885.60902;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;2.103472;;wikipedia;China;East Asia;;;;;1846892.0;;;;;1649825.0;;wikipedia, urban values;;;;;;;;;;207.5;5107.0;;(urban), from wikipedia;;;;;;;;;;;4792;93;;;;;;;;;26330980.0;49135.63;0.0021034720000000003;;[1];2014;39.0;22272.9868646;[19];;;;;;;;;;;;;;;;;;;;1.09;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;Daqing Urban Area;140.375;156.6875;160.5;97.4375;133.25;183.6875;0.590275952693823;0.540418193576202;0.46631559832939906;0.409724047306176;0.45958180642379803;0.533684401670601;776.576896705197;4662.57000138921;587.415636629004;3462.86676356403;407.665688137801;3123.79751787319;;;;;;;;;;;;;0.0;;;;;;;
Leicester;City of Leicester;;;Leicester;;;Administrative boundary of a local government;;;;2016;;CDP;tCO2;2013;2006 IPCC Guidelines for National Greenhouse Gas Inventories;CO2;;Decreased;DECC have attributed this to a shared increase across the UK due to the warmer average temperatures experienced in 2013 compared to 2012. Relatively high coal prices in 2013 led to a reduction in coal for electricity generation,which contributed to reduced emissions from the industrial/commercial and domestic sectors.;;1719600.0;;D;;;;;;;;;52.6333,-1.1333;https://en.wikipedia.org/wiki/Leicester;United Kingdom;Europe;333812.0;2013.0;;;;289600.0;;;;348343.0;2016;(midyear estimate) https://en.wikipedia.org/wiki/Leicester#cite_note-1;;;;;;1.0;73.0;73.32;;;73.32;;https://en.wikipedia.org/wiki/Leicester;3949.809056192035;;;33821.068916774544;;60.0;9.9;EGNX;6.0;2135.0;2041;0;10420059749.0;GBP     Pound Sterling;2013;Regional Gross Value Added (Income Approach) NUTS3 Tables from Office for National Statistics;;;;;;;;;;2008;21.03297;30747.034273058838;[24];2013;37754.791095388835;;;87.13512836676544;;1.65;1.44;;2.68;2011.0;http://www.ons.gov.uk/ons/interactive/vp2-2011-census-comparator/index.html / http://www.nomisweb.co.uk/articles/658.aspx (Table H01 2011 Census: Number of households with at least one usual resident, local authorities in England and Wales);Calculation: population/households (329839/123100);79.007;0.0;River;41.8;2008;survey (ref??) http://www.telegraph.co.uk/motoring/news/3122428/Birmingham-worst-place-for-commuting-survey.html;1.99;1.92;2.6;2013;eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;279.0;24.0;3.8;7.5%;-;0.32;0.03;61%;60%;;;;;;;;;;;;;;City of Leicester Urban Area;50.0;57.9375;71.9375;120.25;123.8125;132.75;0.29368575624082205;0.318775790921596;0.351450381679388;0.7063142437591781;0.6812242090784031;0.6485496183206111;443.612603287473;3562.4976342699897;586.132826284983;3920.3907207352295;591.883541801143;4273.8160590407115;10550000000.0;40990000000.0;0.26;0.0181362582;0.026046306800000002;0.0240104197;;1.0;;1.0;;;;1.0;;;;1.0;1.0;1.0
Jerusalem;;Jerusalem Municipality;;;;;;Municipality;;;;2353555.0;carbonn;tCO2-eq;2007;Community;;;;;;;;;;;;;;;;;;carbonn;Israel;North Africa, Middle East, West Asia;;;890428.0;2013.0;;;;;;882652.0;2016;Wikipedia;;;;;;;;;;;125.156;2016;Wikipedia;;;;;;;;;;;447;522;;;;;;34515477857.596405;;;;;;;;;34.515477857596395;;Carbonn. Assume reported value is in USD since this gives a value consistent with external ref (https://en.wikipedia.org/wiki/Economy_of_Israel) and scale to $BN;;;;;;;;;;;;;;;;;;;;2.08;1.88;;;;;;;;;;;;;;96.0;78.0;54.0;153.0;97.0;134.0;123.0;103.0;116.0;113.0;56.46;108.0;M;Jerusalem Urban Area;154.3125;174.4375;183.5;144.5;176.375;193.25;0.516419159171721;0.49723855335827505;0.48706038487060405;0.483580840828279;0.5027614466417251;0.512939615129396;1059.13706084132;7866.94732783765;788.7020021614951;7131.681346090359;964.92379828138;8769.55422870986;;;;;;;;;;;;;;;0.0;;;0.0;;
Quito;Distrito Metropolitano de Quito;;;;;;A metropolitan area;;;;2016;4653611.0;CDP;tCO2-eq;2011;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";;Decreased;The GHGs emissions in 2011,decreased in comparison to the 2007 projected GHGs emissions growth rate,particularly in the transport sector.;579739.0;5233350.0;;A;3709103.5972195175;4314146.617013768;4011625.1071166433;4288842.5972195165;4893885.617013768;4591364.107116643;1.0;;-0.2333,-78.5167;https://en.wikipedia.org/wiki/Quito_Canton;Ecuador;Latin America & Caribbean;2239191.0;2010.0;;;;;;;;2550000.0;2016;http://www.c40.org/cities/quito;;;;;;;4232.0;;;;4232.0;2016;http://www.c40.org/cities/quito;;;;;;2815.0;22.0;;;;0;1032;15100000000.0;USD     US Dollar;2012;Ecuador Central Bank;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;28.95;2000;Gente de Quito report, Instituto de Investigaciones para el Desarrollo (IRD), pg. 39;0.29;0.6000000000000001;;;;;;;;;;;;;;107.0;86.0;171.0;135.0;120.0;96.0;38.0;118.0;160.0;161.0;51.05;130.0;M;Distrito Metropolitano de Quito Urban Area;273.625;272.9375;278.125;364.6875;387.5625;411.1875;0.42866934299422205;0.41322861468584404;0.40348172998458603;0.571330657005777;0.5867713853141561;0.596518270015413;221.836931302138;1931.24801722113;540.808717329703;4660.50956068084;669.955484335482;5904.967080750171;0.0;240000000.0;0.0;0.005414334000000001;0.0150645511;0.0150645511;;;;1.0;;;;1.0;;;;0.0;;
San Jerónimo de Montería;;City of San Jerónimo de Montería;;;;;;Municipality;;;;1166.0;carbonn;tCO2-eq;2014;Community;;;;;;;;;;;;;;;;;;carbonn;Colombia;Latin America & Caribbean;;;441301.0;2015.0;;;;;;460223.0;2018;Wikipedia;;;;;;;;;;;3141.0;2018;Wikipedia;;;;;;;;;;;0;1344;;;;;3989.0;4682.7902617345;USD;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04;1.08;;;;;;;;;;;;;;;;;;;;;;;;;;;San Jerónimo de Montería Urban Area;8.9375;10.3125;12.6875;17.75;21.0625;26.4375;0.33489461358313805;0.328685258964143;0.324281150159744;0.665105386416862;0.6713147410358571;0.6757188498402561;1070.46449272579;6556.42882776182;1604.51227184642;14363.1102486902;1620.9108957234305;14005.310501856202;;;;;;;;;;;;;;;1.0;;;1.0;;
Pasig;;City Government of Pasig;;;;;;Municipality;;;;659168.0;carbonn;tCO2-eq;2010;Community - GPC;;;;;;;;;;;;;;;;;;carbonn;Philippines;Southeast Asia;;;772695.0;2016.0;;;;;;755300.0;2015;Wikipedia;;;;;;;;;;;31.46;2015;Wikipedia;;;;;;;;;;;0;1037;;;;;;2242046029.3710003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8200000000000001;1.05;;;;;;;;;;;;;;;;;;;;;;;;;;;Manila Urban Area;907.625;1027.125;1153.1875;1161.8125;1248.3125;1364.3125;0.438585364380417;0.45139670942401205;0.458068520357498;0.561414635619582;0.548603290575988;0.541931479642502;1557.1161305663;6374.4828153124;2282.21948742623;13301.3325621731;2608.04249339405;16109.946028216298;;;;;;;;;;;;;;;0.0;;;0.0;;
Pimpri-Chinchwad;;Pimpri Chinchwad Municipal Corporation;;;;;;Municipality;;;;3185501.0;carbonn;tCO2-eq;2012;Community - GPC;;;;;;;;;;;;;;;;;;carbonn;India;South Asia;;;1729320.0;2011.0;;;;;;1729320.0;2011;Wikipedia;;;;;;;;;;;171.51;2011;Wikipedia;;;;;;;;;;;0;672;;;;;;3393202082.82499;;;;;;;;;3.393202082824989;;carbonn, scaled to $BN USD;;;;;;;;;;;;;;;;;;;;0.91;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;see: Pune Urban Area;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;;
Graz;;City of Graz;;;Graz;;;Independent municipality;;;;1218740.0;carbonn;tCO2-eq;1994;Community;;;;;;;;;;;;;;;;;;carbonn;Austria;Europe;;;269997.0;2014.0;;;240066.0;;;280200.0;2016;Wikipedia;;;;;;1.0;;;;;127.56;2016;Wikipedia;;3729.0;;;;;;LOWG;;;2822;8;;;;;19522.0;22917.3806692355;USD;2012;;;;;;;135.28783;52806.99706861624;[24];2013;;31611.89;;;;0.9400000000000001;0.74;;;;austria;;66.53399999999999;0.0;Mountains;;;;1.55;1.6;2.0;2013;http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en;;291.0;23.0;4.4;9.4%;-;0.29;0.03;44%;45%;;;;;;;;;;;;;;Graz Urban Area;52.75;53.25;54.6875;91.1875;103.3125;109.9375;0.36647850629613504;0.340119760479042;0.33219438116932404;0.633521493703865;0.6598802395209581;0.667805618830676;264.721650708318;2970.0662208513;259.658695146686;2377.09021399487;279.89298433967997;2753.90035989055;;;;;;;;;;;;;;;0.0;;;0.0;;0.0
Johannesburg;City of Johannesburg;;;Johannesburg;Johannesburg;;Administrative boundary of a local government;;;;2016;9068358.0;CDP;tCO2-eq;2014;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";The City of Johannesburg 2014 inventory is the first GPC compliant inventory compiled for the City. It builds on the pioneering work undertaken by Siemens who compiled the first inventory for the City for the 2007 calendar year. Siemens prepared the initial report under an arrangement with C40 in 2012, and analyses the high-level changes between the two inventory years.;Decreased;This decrease could be attributed to a number of reasons,for example there seems to be a correlation between it and the drop in electricity consumption. This drop in electricity consumption is mirrored in all the major municipalities in South Africa. There may well be data deficiency artefacts. The real reasons for this decrease and/or other trend that becomes apparent,will become clear as we become more thorough in quality data collection methods. Furthermore,to enhance our understand we will do bottom up data collection at a project level.;15661030.999999998;24716713.0;;A;7205878.221929415;7436752.976712164;7321315.59932079;22854233.22192941;23085107.976712164;22969670.599320788;1.000512851364985;;-26.2041028,28.0473051;https://en.wikipedia.org/wiki/Johannesburg;South Africa;Africa;4764381.0;2015.0;;;;3585545.0;2448436.0;;;4434827.0;2011;(Metropolitan Municipality) https://en.wikipedia.org/wiki/List_of_cities_proper_by_population#cite_note-South_Africa-126;;;;;;1.0;1645.0;1644.96;;;1644.98;;(Metropolitan Municipality) https://en.wikipedia.org/wiki/List_of_cities_proper_by_population;2179.715616185196;2962.0;;88405.13802395621;;1645.0;20.0;FAJS;114.0;668.0;606;37;337000000000.0;ZAR     South African Rand;2015;http://www.bsivjoburg.co.za/bsivjoburg/index.cfm/economic-overview/joburg-economic-overview/;;;;;;;82.91799999999998;16370.0;[1];2014;45.0;11958.543715120913;[19];;15170.409162975704;5136.54;;37.0;;0.9500000000000001;0.87;42.04;3.37;2007.0;http://www.statssa.gov.za/community_new/content.asp?link=interactivedata.asp;Calculation: pop/household (3888182/1165014);59.256;0.0;Mountains;45.66;2014-2017;https://www.numbeo.com/traffic/in/Johannesburg [BASED ON 81 CONTRIBUTORS];1.17;1.19;3.37;2007;http://www.statssa.gov.za/community_new/content.asp?link=interactivedata.asp;Calculation: pop/household (3888182/1165014);44.0;47.0;7.3;8.5%;70;0.30000000000000004;0.03;62%;60%;154.0;150.0;94.0;146.0;150.0;153.0;46.0;169.0;108.0;149.0;44.88;155.0;B;Johannesburg Urban Area;2306.4375;2293.5625;2297.5625;3866.3125;4331.0;4991.1875;0.37364829290024704;0.346220976856962;0.31522037386383;0.6263517070997531;0.653779023143037;0.684779626136168;289.450239087555;2734.97891317957;132.435422763776;1891.31863070716;73.5799882656366;2511.0045907050303;0.0;1.0;0.0;0.0122306776;0.0139613383;0.0139613383;;1.0;;1.0;;;;1.0;;;;1.0;1.0;1.0
Caracas;Alcaldía Metropolitana de Caracas;;;;;;A metropolitan area;;;;2016;14364103.0;CDP;tCO2-eq;2015;2006 IPCC Guidelines for National Greenhouse Gas Inventories;"CO2;CH4;N2O";We used only one methodology: the 2006 IPCC Guidelines for National Greenhouse Gas Inventory. Data was collected or estimated from official sources.;Increased;Emissions have increased slightly mainly due to the increase electricity consumption and waste generation due to population growth. Emissions from the transport sector practically have not increased,reflecting the limited increase of the automotive park in 2015.;3410672.0;17774776.0;;A;9921330.84007642;13479068.804715399;11700199.82239591;13332003.84007642;16889741.8047154;15110872.822395911;0.9999999437405;;10.4696404,-66.8037185;https://en.wikipedia.org/wiki/Caracas;Venezuela;Latin America & Caribbean;3518590.0;2015.0;;;;;;;;5290000.0;2016;http://www.c40.org/cities/caracas, correponds to Metropolitan Region of Caracas (https://en.wikipedia.org/wiki/Metropolitan_Region_of_Caracas);;;;;;;776.0;;;;4715.1;;https://en.wikipedia.org/wiki/Metropolitan_Region_of_Caracas;;;;;;950.0;25.0;;;;0;1785;54000000000.0;;2015;Estimated from Venezuelan Central Bank figures;;;;;;;51.804;15890.0;[1];2014;69.0;14194.610162518;[19];;;;;;;;;;;;;;;;;49.5;2013-2016;"time index (defined as 'average one way time needed to transport, in minutes'); https://www.numbeo.com/traffic/in/Caracas [BASED ON 16 CONTRIBUTORS]";0.008;0.015;;;;;13.0;63.0;11.8;21.1%;;;;;;180.0;136.0;174.0;119.0;164.0;112.0;30.0;173.0;178.0;114.0;38.03;173.0;B;Alcaldía Metropolitana de Caracas Urban Area;170.375;184.75;193.625;250.625;261.6875;270.125;0.40469121140142505;0.41383172336553303;0.417520215633422;0.5953087885985751;0.586168276634467;0.582479784366577;214.441905209124;1213.35510557888;830.8850610748219;5169.02468729942;1910.19282046122;23135.403122491894;0.0;1.0;0.0;0.0089832473;0.045094891500000005;0.045094891500000005;;;;0.0;;;;1.0;;;;1.0;;
